text,label,length
Your team has not been helpful at all; it's beyond frustrating.,complaint,63
It feels like my concerns are being brushed aside.,complaint,50
I am extremely disappointed with how I've been treated.,complaint,55
"Every time I reach out, I end up more frustrated than before.",complaint,61
"I thought I could rely on your customer service, but I was wrong.",complaint,65
I've never experienced such poor service in my life; please fix this.,complaint,69
My patience is wearing thin with the lack of support from your side.,complaint,68
It seems like no one is willing to take my issues seriously.,complaint,60
The way my previous inquiries were handled was just unacceptable.,complaint,65
I don't understand how it can take so long to get a simple question answered.,complaint,77
I expected better from your company; this is really disappointing.,complaint,66
I'm genuinely frustrated; I've been a loyal customer for years and this is how I’m treated?,complaint,91
This is getting ridiculous; no one seems to care about resolving my issue.,complaint,74
This has been such a disappointing experience for me.,complaint,53
"Honestly, your service has let me down badly.",complaint,45
I feel like I'm just being ignored over here.,complaint,45
Why is it so hard to get decent support from your team?,complaint,55
"I've reached out multiple times, and nothing has changed.",complaint,57
This is seriously unacceptable; I expected better.,complaint,50
I'm really unhappy with how I've been treated as a customer.,complaint,60
"I tried to get assistance, but I feel like I've hit a brick wall.",complaint,65
It feels like nobody at your company cares about customer satisfaction.,complaint,71
I don't understand why it takes so long to get a response.,complaint,58
This is the kind of service that makes me want to cancel my account.,complaint,68
"I keep waiting for a follow-up, but nothing ever comes.",complaint,55
I'm tired of being kept in the dark with no updates.,complaint,52
I expected a lot more from a company of your reputation.,complaint,56
It’s frustrating to deal with support that doesn’t really help.,complaint,63
"I thought things would improve, but they have just gotten worse.",complaint,64
"Honestly, I've faced better service at fast-food restaurants.",complaint,61
There seems to be a complete lack of urgency from your support team.,complaint,68
I feel completely disregarded as a customer right now.,complaint,54
Your service has been inconsistent and very disappointing.,complaint,58
I don’t appreciate being brushed off when I have concerns.,complaint,58
This whole situation is incredibly frustrating for me.,complaint,54
I’m really at my wit's end with how things are being handled.,complaint,61
I've never felt so undervalued as a customer before.,complaint,52
"I expected prompt service, but this is beyond ridiculous.",complaint,57
I'm really disappointed with how slow your support team is to respond.,complaint,70
This is getting ridiculous—I've reached out multiple times and still no answer!,complaint,79
"I expected better service from your company, but this is just unacceptable.",complaint,75
"Honestly, I've never encountered such poor customer service before.",complaint,67
"I feel like I'm just being ignored, and it's really frustrating.",complaint,64
I can't believe how unhelpful your representatives have been.,complaint,61
I've had such a terrible experience that I'm considering switching services.,complaint,76
"It seems like nobody cares about resolving my issues, and it's disheartening.",complaint,77
"I waited on hold for so long, and when I finally got through, nothing was accomplished.",complaint,87
I don’t understand how it’s so hard to get a simple response from you.,complaint,70
"Every time I try to get help, it feels like I'm wasting my time.",complaint,64
"I've dealt with many companies, but this is by far the worst support I've received.",complaint,83
The lack of communication from your team is really upsetting.,complaint,61
